claim_id,claim_date,claim_year,claim_month,region,claim_type,severity,claim_status,policy_id,customer_id,broker_id,claim_amount,claim_month_name,claim_quarter,cost_band,high_cost_flag
CLM000416,2025-11-21,2025,2025-11,Central,Auto,Medium,Closed,POL00169,CUST0253,BR009,2112.37,Nov,Q4,Low,0
CLM000417,2024-07-28,2024,2024-07,North,Health,Low,Pending,POL00403,CUST0111,BR030,1858.68,Jul,Q3,Low,0
CLM000418,2024-04-07,2024,2024-04,West,Auto,Low,Pending,POL00689,CUST0302,BR008,1952.47,Apr,Q2,Low,0
CLM000419,2024-08-18,2024,2024-08,East,Health,Low,Pending,POL00005,CUST0272,BR048,1550.26,Aug,Q3,Low,0
CLM000420,2025-08-10,2025,2025-08,West,Health,Low,Closed,POL00593,CUST0089,BR047,1686.38,Aug,Q3,Low,0
CLM000421,2024-02-23,2024,2024-02,South,Health,High,Closed,POL00394,CUST0215,BR039,9497.29,Feb,Q1,High,1
CLM000422,2024-05-07,2024,2024-05,South,Property,High,Closed,POL00137,CUST0071,BR027,19913.79,May,Q2,Extreme,1
CLM000423,2024-09-19,2024,2024-09,South,Property,High,Closed,POL00567,CUST0324,BR014,9874.01,Sep,Q3,High,1
CLM000424,2025-11-16,2025,2025-11,West,Property,High,Closed,POL00556,CUST0356,BR041,17098.36,Nov,Q4,Extreme,1
CLM000425,2025-03-01,2025,2025-03,West,Health,Medium,Closed,POL00691,CUST0383,BR035,3440.66,Mar,Q1,Medium,0
CLM000426,2025-08-05,2025,2025-08,West,Property,Low,Open,POL00165,CUST0147,BR044,6204.5,Aug,Q3,High,1
CLM000427,2025-02-01,2025,2025-02,North,Property,Low,Open,POL00576,CUST0115,BR048,2193.25,Feb,Q1,Low,0
CLM000428,2024-07-18,2024,2024-07,South,Property,Medium,Closed,POL00681,CUST0025,BR025,7208.83,Jul,Q3,High,1
CLM000429,2025-12-17,2025,2025-12,South,Health,Low,Closed,POL00454,CUST0116,BR041,2576.33,Dec,Q4,Low,0
CLM000430,2024-11-27,2024,2024-11,South,Health,Medium,Closed,POL00199,CUST0151,BR029,1313.02,Nov,Q4,Low,0
CLM000431,2025-12-16,2025,2025-12,South,Property,Low,Closed,POL00165,CUST0300,BR017,2743.06,Dec,Q4,Low,0
CLM000432,2025-08-27,2025,2025-08,West,Auto,Low,Closed,POL00641,CUST0316,BR043,1120.45,Aug,Q3,Low,0
CLM000433,2025-10-21,2025,2025-10,East,Auto,Medium,Pending,POL00534,CUST0035,BR033,2636.77,Oct,Q4,Low,0
CLM000434,2025-10-06,2025,2025-10,East,Auto,Low,Closed,POL00370,CUST0151,BR014,2234.82,Oct,Q4,Low,0
CLM000435,2024-11-12,2024,2024-11,East,Property,Medium,Pending,POL00010,CUST0059,BR043,6750.5,Nov,Q4,High,1
CLM000436,2025-05-04,2025,2025-05,Central,Health,Medium,Closed,POL00329,CUST0196,BR008,2028.32,May,Q2,Low,0
CLM000437,2025-10-04,2025,2025-10,West,Auto,Low,Closed,POL00521,CUST0229,BR032,4044.97,Oct,Q4,Medium,0
CLM000438,2025-11-30,2025,2025-11,South,Health,High,Pending,POL00551,CUST0274,BR001,3474.88,Nov,Q4,Medium,0
CLM000439,2024-04-17,2024,2024-04,West,Property,High,Closed,POL00107,CUST0106,BR035,5495.33,Apr,Q2,Medium,1
CLM000440,2024-08-10,2024,2024-08,West,Property,Medium,Closed,POL00471,CUST0368,BR022,5148.92,Aug,Q3,Medium,1
CLM000441,2025-02-07,2025,2025-02,North,Property,Medium,Closed,POL00265,CUST0209,BR025,5861.22,Feb,Q1,Medium,1
CLM000442,2025-07-27,2025,2025-07,South,Auto,Medium,Closed,POL00634,CUST0033,BR049,4070.65,Jul,Q3,Medium,0
CLM000443,2024-01-24,2024,2024-01,West,Auto,High,Closed,POL00309,CUST0311,BR006,2879.69,Jan,Q1,Low,0
CLM000444,2025-08-13,2025,2025-08,South,Property,Medium,Open,POL00559,CUST0152,BR041,6704.96,Aug,Q3,High,1
CLM000445,2025-12-13,2025,2025-12,Central,Property,High,Pending,POL00012,CUST0284,BR036,5550.37,Dec,Q4,Medium,1
CLM000446,2025-01-22,2025,2025-01,North,Health,Medium,Closed,POL00353,CUST0109,BR027,2776.03,Jan,Q1,Low,0
CLM000447,2024-09-19,2024,2024-09,North,Auto,Medium,Closed,POL00118,CUST0093,BR043,2842.26,Sep,Q3,Low,0
CLM000448,2024-01-28,2024,2024-01,Central,Property,High,Closed,POL00563,CUST0038,BR019,5168.69,Jan,Q1,Medium,1
CLM000449,2024-05-08,2024,2024-05,North,Property,Low,Closed,POL00132,CUST0344,BR042,2105.19,May,Q2,Low,0
CLM000450,2025-05-26,2025,2025-05,East,Property,Low,Closed,POL00314,CUST0356,BR038,2015.95,May,Q2,Low,0
CLM000451,2025-10-18,2025,2025-10,South,Property,Low,Open,POL00447,CUST0142,BR024,4060.38,Oct,Q4,Medium,0
CLM000452,2025-06-19,2025,2025-06,Central,Health,Low,Closed,POL00180,CUST0331,BR039,1656.57,Jun,Q2,Low,0
CLM000453,2025-05-24,2025,2025-05,Central,Auto,Medium,Open,POL00079,CUST0373,BR005,1944.06,May,Q2,Low,0
CLM000454,2024-09-16,2024,2024-09,West,Property,Medium,Open,POL00218,CUST0019,BR036,6262.91,Sep,Q3,High,1
CLM000455,2025-10-04,2025,2025-10,East,Property,Low,Open,POL00298,CUST0069,BR030,2425.96,Oct,Q4,Low,0
CLM000456,2025-02-16,2025,2025-02,South,Health,Medium,Open,POL00629,CUST0351,BR011,2246.19,Feb,Q1,Low,0
CLM000457,2024-03-12,2024,2024-03,East,Auto,High,Closed,POL00150,CUST0377,BR047,4346.59,Mar,Q1,Medium,0
CLM000458,2025-07-03,2025,2025-07,North,Property,Low,Closed,POL00685,CUST0106,BR034,2139.93,Jul,Q3,Low,0
CLM000459,2024-07-03,2024,2024-07,South,Property,High,Closed,POL00665,CUST0166,BR007,8875.24,Jul,Q3,High,1
CLM000460,2024-09-23,2024,2024-09,West,Auto,Medium,Closed,POL00584,CUST0090,BR025,2054.8,Sep,Q3,Low,0
CLM000461,2024-07-06,2024,2024-07,East,Property,Low,Closed,POL00229,CUST0265,BR026,4761.77,Jul,Q3,Medium,1
CLM000462,2025-06-26,2025,2025-06,East,Health,Medium,Closed,POL00170,CUST0118,BR005,2112.11,Jun,Q2,Low,0
CLM000463,2025-05-24,2025,2025-05,South,Auto,Low,Closed,POL00236,CUST0213,BR022,1933.86,May,Q2,Low,0
CLM000464,2024-09-03,2024,2024-09,West,Health,Medium,Closed,POL00421,CUST0012,BR016,2424.98,Sep,Q3,Low,0
CLM000465,2025-10-21,2025,2025-10,East,Auto,Low,Closed,POL00171,CUST0133,BR012,1671.48,Oct,Q4,Low,0
CLM000466,2025-07-27,2025,2025-07,East,Health,Low,Closed,POL00291,CUST0044,BR014,1158.56,Jul,Q3,Low,0
CLM000467,2025-08-30,2025,2025-08,Central,Auto,Medium,Open,POL00187,CUST0320,BR043,3403.28,Aug,Q3,Medium,0
CLM000468,2025-03-27,2025,2025-03,West,Auto,Low,Closed,POL00395,CUST0068,BR007,2981.98,Mar,Q1,Low,0
CLM000469,2025-09-25,2025,2025-09,South,Property,Medium,Closed,POL00040,CUST0402,BR035,5745.2,Sep,Q3,Medium,1
CLM000470,2025-03-02,2025,2025-03,North,Property,High,Closed,POL00695,CUST0333,BR028,7958.6,Mar,Q1,High,1
CLM000471,2025-07-09,2025,2025-07,Central,Property,Low,Closed,POL00391,CUST0180,BR038,2513.01,Jul,Q3,Low,0
CLM000472,2024-12-22,2024,2024-12,East,Health,Low,Open,POL00086,CUST0146,BR039,458.4,Dec,Q4,Very Low,0
CLM000473,2024-07-28,2024,2024-07,South,Auto,Medium,Closed,POL00536,CUST0061,BR034,1985.91,Jul,Q3,Low,0
CLM000474,2025-12-02,2025,2025-12,West,Property,Medium,Closed,POL00549,CUST0217,BR037,10334.47,Dec,Q4,Extreme,1
CLM000475,2025-05-22,2025,2025-05,Central,Health,Low,Closed,POL00184,CUST0190,BR036,2108.95,May,Q2,Low,0
CLM000476,2025-05-10,2025,2025-05,Central,Health,Medium,Closed,POL00676,CUST0061,BR048,1811.43,May,Q2,Low,0
CLM000477,2025-12-25,2025,2025-12,Central,Auto,Low,Open,POL00629,CUST0357,BR044,2015.26,Dec,Q4,Low,0
CLM000478,2024-03-23,2024,2024-03,South,Health,Medium,Open,POL00483,CUST0308,BR028,2709.68,Mar,Q1,Low,0
CLM000479,2025-05-15,2025,2025-05,South,Auto,Low,Pending,POL00629,CUST0336,BR034,7257.45,May,Q2,High,1
CLM000480,2025-11-02,2025,2025-11,North,Property,Low,Closed,POL00673,CUST0412,BR034,4549.24,Nov,Q4,Medium,0
CLM000481,2025-01-18,2025,2025-01,West,Health,Medium,Closed,POL00369,CUST0123,BR042,2624.81,Jan,Q1,Low,0
CLM000482,2025-03-22,2025,2025-03,North,Auto,Low,Closed,POL00206,CUST0266,BR001,1309.8,Mar,Q1,Low,0
CLM000483,2024-02-05,2024,2024-02,Central,Health,Medium,Closed,POL00597,CUST0179,BR023,923.27,Feb,Q1,Very Low,0
CLM000484,2024-05-21,2024,2024-05,South,Property,Low,Closed,POL00005,CUST0134,BR012,3653.1,May,Q2,Medium,0
CLM000485,2025-02-24,2025,2025-02,West,Property,Low,Closed,POL00589,CUST0129,BR045,2949.19,Feb,Q1,Low,0
CLM000486,2025-07-13,2025,2025-07,East,Property,Medium,Closed,POL00472,CUST0301,BR002,2959.01,Jul,Q3,Low,0
CLM000487,2025-05-13,2025,2025-05,North,Health,High,Closed,POL00324,CUST0212,BR023,3327.4,May,Q2,Medium,0
CLM000488,2025-01-05,2025,2025-01,West,Auto,Low,Open,POL00351,CUST0039,BR036,1566.62,Jan,Q1,Low,0
CLM000489,2024-08-31,2024,2024-08,South,Auto,Medium,Closed,POL00700,CUST0098,BR032,6091.5,Aug,Q3,High,1
CLM000490,2024-04-30,2024,2024-04,West,Property,Low,Closed,POL00256,CUST0317,BR023,4288.67,Apr,Q2,Medium,0
CLM000491,2025-02-24,2025,2025-02,North,Auto,High,Closed,POL00555,CUST0022,BR031,5778.85,Feb,Q1,Medium,1
CLM000492,2025-06-11,2025,2025-06,East,Property,High,Closed,POL00524,CUST0144,BR026,15525.38,Jun,Q2,Extreme,1
CLM000493,2025-10-23,2025,2025-10,North,Health,Low,Closed,POL00356,CUST0202,BR044,1353.77,Oct,Q4,Low,0
CLM000494,2024-08-22,2024,2024-08,Central,Property,Low,Closed,POL00013,CUST0346,BR014,1677.74,Aug,Q3,Low,0
CLM000495,2025-02-21,2025,2025-02,South,Health,Low,Closed,POL00483,CUST0314,BR022,3031.36,Feb,Q1,Medium,0
CLM000496,2025-09-13,2025,2025-09,South,Health,Medium,Closed,POL00462,CUST0093,BR037,3579.99,Sep,Q3,Medium,0
CLM000497,2025-10-22,2025,2025-10,West,Property,Medium,Closed,POL00391,CUST0101,BR010,4455.07,Oct,Q4,Medium,0
CLM000498,2024-03-17,2024,2024-03,East,Auto,Low,Closed,POL00646,CUST0265,BR035,1333.16,Mar,Q1,Low,0
CLM000499,2024-09-06,2024,2024-09,South,Health,Medium,Closed,POL00168,CUST0031,BR014,1788.59,Sep,Q3,Low,0
CLM000500,2024-08-31,2024,2024-08,West,Auto,Medium,Closed,POL00369,CUST0287,BR036,1926.02,Aug,Q3,Low,0
CLM000501,2024-05-11,2024,2024-05,South,Health,Low,Closed,POL00621,CUST0102,BR037,2016.23,May,Q2,Low,0
CLM000502,2025-11-29,2025,2025-11,East,Property,Low,Closed,POL00458,CUST0041,BR025,5697.98,Nov,Q4,Medium,1
CLM000503,2024-08-25,2024,2024-08,West,Auto,Low,Open,POL00346,CUST0216,BR041,1149.25,Aug,Q3,Low,0
CLM000504,2024-07-26,2024,2024-07,Central,Auto,Low,Closed,POL00325,CUST0335,BR019,1644.02,Jul,Q3,Low,0
CLM000505,2024-11-05,2024,2024-11,West,Auto,Low,Open,POL00372,CUST0383,BR038,1493.14,Nov,Q4,Low,0
CLM000506,2025-08-19,2025,2025-08,South,Auto,Low,Closed,POL00082,CUST0108,BR011,2083.24,Aug,Q3,Low,0
CLM000507,2025-02-18,2025,2025-02,South,Property,High,Closed,POL00269,CUST0317,BR010,10681.96,Feb,Q1,Extreme,1
CLM000508,2025-07-19,2025,2025-07,South,Auto,Low,Closed,POL00175,CUST0015,BR003,1825.81,Jul,Q3,Low,0
CLM000509,2024-06-15,2024,2024-06,Central,Health,High,Pending,POL00562,CUST0228,BR009,3130.72,Jun,Q2,Medium,0
CLM000510,2024-12-23,2024,2024-12,East,Health,Low,Open,POL00578,CUST0223,BR034,767.08,Dec,Q4,Very Low,0
CLM000511,2024-09-30,2024,2024-09,South,Auto,Medium,Open,POL00453,CUST0158,BR024,3710.09,Sep,Q3,Medium,0
CLM000512,2025-03-21,2025,2025-03,South,Auto,Medium,Closed,POL00481,CUST0274,BR001,4045.73,Mar,Q1,Medium,0
CLM000513,2024-09-08,2024,2024-09,Central,Health,Low,Closed,POL00300,CUST0306,BR015,894.02,Sep,Q3,Very Low,0
CLM000514,2024-10-07,2024,2024-10,South,Health,Medium,Closed,POL00168,CUST0367,BR048,1768.7,Oct,Q4,Low,0
CLM000515,2024-07-12,2024,2024-07,South,Auto,Medium,Closed,POL00628,CUST0414,BR045,2758.05,Jul,Q3,Low,0
CLM000516,2024-05-25,2024,2024-05,West,Health,Low,Closed,POL00071,CUST0094,BR009,1758.55,May,Q2,Low,0
CLM000517,2025-11-23,2025,2025-11,East,Health,Medium,Closed,POL00156,CUST0026,BR035,2485.98,Nov,Q4,Low,0
CLM000518,2025-02-22,2025,2025-02,South,Property,Low,Closed,POL00431,CUST0160,BR032,2947.83,Feb,Q1,Low,0
CLM000519,2024-08-25,2024,2024-08,West,Auto,Low,Open,POL00150,CUST0029,BR018,1941.33,Aug,Q3,Low,0
CLM000520,2024-02-06,2024,2024-02,East,Auto,High,Closed,POL00391,CUST0007,BR008,5869.9,Feb,Q1,Medium,1
CLM000521,2024-12-31,2024,2024-12,South,Property,Low,Open,POL00035,CUST0102,BR030,1896.62,Dec,Q4,Low,0
CLM000522,2024-02-18,2024,2024-02,East,Property,Low,Closed,POL00320,CUST0166,BR011,2895.45,Feb,Q1,Low,0
CLM000523,2024-01-22,2024,2024-01,West,Health,Low,Closed,POL00306,CUST0102,BR024,1070.56,Jan,Q1,Low,0
CLM000524,2024-12-07,2024,2024-12,South,Auto,Medium,Closed,POL00172,CUST0407,BR018,4121.04,Dec,Q4,Medium,0
CLM000525,2025-07-22,2025,2025-07,West,Auto,Low,Closed,POL00611,CUST0080,BR024,1751.23,Jul,Q3,Low,0
CLM000526,2024-05-07,2024,2024-05,North,Auto,Medium,Pending,POL00641,CUST0031,BR004,1329.21,May,Q2,Low,0
CLM000527,2025-03-20,2025,2025-03,West,Property,Low,Pending,POL00661,CUST0388,BR023,2174.1,Mar,Q1,Low,0
CLM000528,2024-08-12,2024,2024-08,West,Auto,Low,Open,POL00257,CUST0021,BR032,1906.82,Aug,Q3,Low,0
CLM000529,2024-10-13,2024,2024-10,South,Property,Low,Closed,POL00357,CUST0166,BR047,3725.74,Oct,Q4,Medium,0
CLM000530,2025-11-03,2025,2025-11,South,Property,Low,Closed,POL00001,CUST0398,BR041,3024.37,Nov,Q4,Medium,0
CLM000531,2025-04-05,2025,2025-04,Central,Health,Low,Closed,POL00065,CUST0338,BR035,1482.84,Apr,Q2,Low,0
CLM000532,2024-04-07,2024,2024-04,East,Health,Medium,Closed,POL00331,CUST0210,BR042,955.96,Apr,Q2,Very Low,0
CLM000533,2025-02-19,2025,2025-02,East,Property,Low,Closed,POL00102,CUST0017,BR037,2853.91,Feb,Q1,Low,0
CLM000534,2024-07-17,2024,2024-07,West,Health,Medium,Closed,POL00376,CUST0114,BR039,1472.67,Jul,Q3,Low,0
CLM000535,2024-01-07,2024,2024-01,Central,Auto,Low,Open,POL00082,CUST0240,BR041,1074.61,Jan,Q1,Low,0
CLM000536,2025-10-13,2025,2025-10,West,Property,Medium,Closed,POL00632,CUST0137,BR034,6512.14,Oct,Q4,High,1
CLM000537,2025-02-06,2025,2025-02,West,Auto,Low,Closed,POL00237,CUST0273,BR025,1692.68,Feb,Q1,Low,0
CLM000538,2025-09-27,2025,2025-09,West,Health,High,Closed,POL00109,CUST0393,BR041,4558.71,Sep,Q3,Medium,0
CLM000539,2025-12-12,2025,2025-12,East,Property,High,Closed,POL00412,CUST0259,BR022,13153.64,Dec,Q4,Extreme,1
CLM000540,2024-09-30,2024,2024-09,Central,Health,Low,Closed,POL00333,CUST0191,BR027,794.29,Sep,Q3,Very Low,0
CLM000541,2024-08-08,2024,2024-08,West,Auto,Low,Closed,POL00385,CUST0393,BR036,2512.05,Aug,Q3,Low,0
CLM000542,2024-05-10,2024,2024-05,South,Health,High,Closed,POL00036,CUST0146,BR039,3109.14,May,Q2,Medium,0
CLM000543,2025-03-11,2025,2025-03,Central,Auto,Low,Open,POL00023,CUST0396,BR045,1982.56,Mar,Q1,Low,0
CLM000544,2024-10-10,2024,2024-10,East,Health,Medium,Closed,POL00472,CUST0183,BR010,2832.17,Oct,Q4,Low,0
CLM000545,2025-07-07,2025,2025-07,Central,Auto,Low,Closed,POL00583,CUST0112,BR047,693.42,Jul,Q3,Very Low,0
CLM000546,2025-06-16,2025,2025-06,West,Auto,Medium,Closed,POL00098,CUST0305,BR042,2884.56,Jun,Q2,Low,0
CLM000547,2025-10-23,2025,2025-10,South,Property,High,Open,POL00445,CUST0214,BR008,16084.71,Oct,Q4,Extreme,1
CLM000548,2024-04-26,2024,2024-04,West,Property,High,Closed,POL00648,CUST0196,BR004,9290.72,Apr,Q2,High,1
CLM000549,2025-01-22,2025,2025-01,South,Health,Low,Closed,POL00690,CUST0375,BR026,2025.5,Jan,Q1,Low,0
CLM000550,2024-10-31,2024,2024-10,East,Auto,Low,Open,POL00152,CUST0068,BR022,1153.47,Oct,Q4,Low,0
CLM000551,2025-10-20,2025,2025-10,West,Health,Low,Closed,POL00134,CUST0391,BR009,1697.68,Oct,Q4,Low,0
CLM000552,2025-04-12,2025,2025-04,East,Property,Low,Open,POL00253,CUST0125,BR005,2765.8,Apr,Q2,Low,0
CLM000553,2025-08-09,2025,2025-08,South,Property,Low,Closed,POL00357,CUST0098,BR021,6245.98,Aug,Q3,High,1
CLM000554,2025-12-02,2025,2025-12,North,Auto,High,Pending,POL00453,CUST0320,BR010,6334.7,Dec,Q4,High,1
CLM000555,2025-04-30,2025,2025-04,South,Auto,Medium,Closed,POL00056,CUST0125,BR040,4633.94,Apr,Q2,Medium,1
CLM000556,2024-05-27,2024,2024-05,North,Property,Low,Closed,POL00024,CUST0170,BR014,2181.69,May,Q2,Low,0
CLM000557,2024-04-18,2024,2024-04,South,Health,Low,Closed,POL00145,CUST0356,BR045,1229.25,Apr,Q2,Low,0
CLM000558,2024-07-11,2024,2024-07,East,Property,Low,Closed,POL00291,CUST0103,BR045,2057.66,Jul,Q3,Low,0
CLM000559,2024-01-28,2024,2024-01,East,Property,Low,Closed,POL00679,CUST0338,BR024,2748.41,Jan,Q1,Low,0
CLM000560,2024-01-10,2024,2024-01,South,Property,Low,Pending,POL00521,CUST0364,BR007,2935.91,Jan,Q1,Low,0
CLM000561,2024-09-05,2024,2024-09,Central,Health,Low,Closed,POL00469,CUST0288,BR046,1075.75,Sep,Q3,Low,0
CLM000562,2025-05-07,2025,2025-05,Central,Auto,Low,Closed,POL00361,CUST0182,BR041,3405.34,May,Q2,Medium,0
CLM000563,2025-09-14,2025,2025-09,South,Auto,Low,Pending,POL00031,CUST0285,BR018,3351.19,Sep,Q3,Medium,0
CLM000564,2025-06-24,2025,2025-06,Central,Property,Low,Pending,POL00628,CUST0321,BR044,2468.57,Jun,Q2,Low,0
CLM000565,2025-05-04,2025,2025-05,East,Health,Low,Closed,POL00135,CUST0106,BR042,1905.88,May,Q2,Low,0
CLM000566,2025-10-05,2025,2025-10,West,Auto,Low,Open,POL00139,CUST0221,BR050,1983.04,Oct,Q4,Low,0
CLM000567,2025-10-17,2025,2025-10,Central,Auto,Medium,Closed,POL00326,CUST0075,BR047,1345.06,Oct,Q4,Low,0
CLM000568,2025-06-13,2025,2025-06,Central,Health,Low,Pending,POL00653,CUST0379,BR018,833.29,Jun,Q2,Very Low,0
CLM000569,2025-04-07,2025,2025-04,North,Auto,Medium,Closed,POL00581,CUST0314,BR015,1584.65,Apr,Q2,Low,0
CLM000570,2025-04-29,2025,2025-04,West,Auto,Medium,Closed,POL00620,CUST0241,BR046,3371.16,Apr,Q2,Medium,0
CLM000571,2024-04-04,2024,2024-04,Central,Health,Low,Closed,POL00034,CUST0210,BR049,978.29,Apr,Q2,Very Low,0
CLM000572,2024-05-18,2024,2024-05,Central,Auto,Medium,Closed,POL00210,CUST0034,BR012,4045.82,May,Q2,Medium,0
CLM000573,2024-08-12,2024,2024-08,Central,Health,Low,Closed,POL00253,CUST0219,BR026,1089.83,Aug,Q3,Low,0
CLM000574,2024-11-07,2024,2024-11,West,Health,Low,Closed,POL00586,CUST0305,BR035,1250.34,Nov,Q4,Low,0
CLM000575,2025-12-27,2025,2025-12,West,Health,Low,Closed,POL00252,CUST0266,BR035,2201.74,Dec,Q4,Low,0
CLM000576,2025-01-21,2025,2025-01,South,Property,Medium,Closed,POL00293,CUST0237,BR011,3190.39,Jan,Q1,Medium,0
CLM000577,2025-11-10,2025,2025-11,Central,Property,High,Closed,POL00093,CUST0370,BR033,9515.23,Nov,Q4,High,1
CLM000578,2025-10-27,2025,2025-10,Central,Property,Low,Closed,POL00184,CUST0233,BR038,3623.9,Oct,Q4,Medium,0
CLM000579,2024-04-13,2024,2024-04,Central,Auto,Low,Closed,POL00168,CUST0368,BR047,804.61,Apr,Q2,Very Low,0
CLM000580,2025-02-28,2025,2025-02,West,Health,Low,Open,POL00524,CUST0314,BR011,2457.81,Feb,Q1,Low,0
CLM000581,2025-07-14,2025,2025-07,North,Auto,Low,Open,POL00167,CUST0075,BR012,2060.17,Jul,Q3,Low,0
CLM000582,2024-01-27,2024,2024-01,South,Auto,Medium,Closed,POL00642,CUST0093,BR008,2918.43,Jan,Q1,Low,0
CLM000583,2024-04-13,2024,2024-04,North,Property,Low,Closed,POL00511,CUST0279,BR001,3144.74,Apr,Q2,Medium,0
CLM000584,2024-09-09,2024,2024-09,South,Health,Low,Closed,POL00082,CUST0308,BR039,3227.82,Sep,Q3,Medium,0
CLM000585,2025-10-08,2025,2025-10,South,Health,Medium,Closed,POL00057,CUST0335,BR023,3159.44,Oct,Q4,Medium,0
CLM000586,2025-01-17,2025,2025-01,West,Property,Low,Closed,POL00427,CUST0092,BR011,4191.8,Jan,Q1,Medium,0
CLM000587,2024-11-08,2024,2024-11,West,Property,Medium,Closed,POL00467,CUST0384,BR038,4470.28,Nov,Q4,Medium,0
CLM000588,2025-01-19,2025,2025-01,North,Auto,Low,Closed,POL00438,CUST0282,BR005,1359.16,Jan,Q1,Low,0
CLM000589,2025-03-10,2025,2025-03,North,Property,Low,Closed,POL00215,CUST0314,BR004,4111.25,Mar,Q1,Medium,0
CLM000590,2025-11-19,2025,2025-11,East,Auto,Medium,Open,POL00295,CUST0219,BR039,2147.32,Nov,Q4,Low,0
CLM000591,2024-05-12,2024,2024-05,East,Property,Low,Closed,POL00577,CUST0255,BR034,2454.72,May,Q2,Low,0
CLM000592,2024-09-11,2024,2024-09,East,Auto,Medium,Closed,POL00199,CUST0001,BR008,2009.36,Sep,Q3,Low,0
CLM000593,2025-11-17,2025,2025-11,West,Property,Low,Closed,POL00047,CUST0171,BR023,4544.4,Nov,Q4,Medium,0
CLM000594,2025-11-23,2025,2025-11,South,Health,Medium,Closed,POL00308,CUST0260,BR036,3331.84,Nov,Q4,Medium,0
CLM000595,2025-01-04,2025,2025-01,North,Auto,Low,Pending,POL00180,CUST0100,BR022,2631.24,Jan,Q1,Low,0
CLM000596,2024-12-10,2024,2024-12,East,Health,Low,Closed,POL00160,CUST0322,BR030,858.27,Dec,Q4,Very Low,0
CLM000597,2024-10-01,2024,2024-10,Central,Health,Medium,Pending,POL00058,CUST0267,BR020,1473.99,Oct,Q4,Low,0
CLM000598,2025-12-14,2025,2025-12,South,Health,Low,Open,POL00363,CUST0034,BR010,1262.82,Dec,Q4,Low,0
CLM000599,2025-01-16,2025,2025-01,South,Auto,Medium,Closed,POL00192,CUST0305,BR008,3524.52,Jan,Q1,Medium,0
CLM000600,2024-06-06,2024,2024-06,West,Auto,Low,Closed,POL00509,CUST0122,BR024,2139.7,Jun,Q2,Low,0
CLM000601,2025-06-04,2025,2025-06,South,Auto,Low,Open,POL00095,CUST0228,BR033,3219.95,Jun,Q2,Medium,0
CLM000602,2025-09-05,2025,2025-09,Central,Auto,Low,Open,POL00318,CUST0398,BR021,1192.67,Sep,Q3,Low,0
CLM000603,2025-02-20,2025,2025-02,North,Property,Medium,Closed,POL00535,CUST0060,BR001,6946.91,Feb,Q1,High,1
CLM000604,2025-01-23,2025,2025-01,West,Health,Low,Closed,POL00534,CUST0393,BR043,2647.0,Jan,Q1,Low,0
CLM000605,2024-01-12,2024,2024-01,East,Auto,High,Closed,POL00198,CUST0147,BR018,5215.08,Jan,Q1,Medium,1
CLM000606,2025-08-14,2025,2025-08,Central,Property,Medium,Closed,POL00556,CUST0180,BR036,8894.68,Aug,Q3,High,1
CLM000607,2025-03-14,2025,2025-03,Central,Property,Medium,Closed,POL00347,CUST0277,BR029,3517.49,Mar,Q1,Medium,0
CLM000608,2025-01-15,2025,2025-01,West,Property,Low,Closed,POL00607,CUST0323,BR045,2485.87,Jan,Q1,Low,0
CLM000609,2024-11-11,2024,2024-11,South,Auto,Low,Open,POL00547,CUST0041,BR049,1086.56,Nov,Q4,Low,0
CLM000610,2024-10-17,2024,2024-10,North,Property,High,Closed,POL00467,CUST0159,BR044,13471.2,Oct,Q4,Extreme,1
CLM000611,2024-08-26,2024,2024-08,East,Property,Low,Open,POL00265,CUST0187,BR026,3010.16,Aug,Q3,Medium,0
CLM000612,2025-12-07,2025,2025-12,South,Property,Low,Closed,POL00116,CUST0180,BR031,4070.48,Dec,Q4,Medium,0
CLM000613,2025-03-29,2025,2025-03,South,Auto,Medium,Closed,POL00110,CUST0167,BR036,4541.4,Mar,Q1,Medium,0
CLM000614,2024-06-03,2024,2024-06,East,Health,Low,Closed,POL00562,CUST0082,BR031,691.94,Jun,Q2,Very Low,0
CLM000615,2025-06-24,2025,2025-06,South,Property,Low,Closed,POL00351,CUST0279,BR045,9769.13,Jun,Q2,High,1
CLM000616,2025-12-06,2025,2025-12,West,Property,Medium,Closed,POL00611,CUST0238,BR021,6701.33,Dec,Q4,High,1
CLM000617,2025-08-16,2025,2025-08,North,Property,High,Closed,POL00507,CUST0331,BR043,10115.59,Aug,Q3,Extreme,1
CLM000618,2025-04-22,2025,2025-04,West,Property,High,Closed,POL00151,CUST0339,BR010,15688.86,Apr,Q2,Extreme,1
CLM000619,2025-05-30,2025,2025-05,South,Health,Low,Closed,POL00584,CUST0407,BR044,2104.9,May,Q2,Low,0
CLM000620,2025-08-11,2025,2025-08,West,Property,High,Closed,POL00523,CUST0207,BR009,13161.45,Aug,Q3,Extreme,1
CLM000621,2024-02-01,2024,2024-02,South,Health,Low,Closed,POL00368,CUST0057,BR019,1105.61,Feb,Q1,Low,0
CLM000622,2024-04-30,2024,2024-04,South,Health,Medium,Closed,POL00416,CUST0196,BR028,2865.97,Apr,Q2,Low,0
CLM000623,2025-12-06,2025,2025-12,North,Auto,Medium,Closed,POL00428,CUST0079,BR019,5893.5,Dec,Q4,Medium,1
